,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
817,Рондо,1.35,71.0,42.0,2.0,9.0,1.0,3.0,43.0,23.0,15.0,10.0,4.0,2.0,9.0,7.0
818,Виктор,-3.3,55.0,29.0,0.0,10.0,1.0,4.0,36.0,18.0,8.0,6.0,7.0,4.0,4.0,1.0
819,Питон,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
820,R@COT,-0.04999999999999999,19.0,10.0,0.0,4.0,0.0,1.0,10.0,6.0,4.0,4.0,3.0,0.0,2.0,0.0
821,Печаль,-0.9000000000000001,26.0,15.0,0.0,4.0,0.0,0.0,16.0,10.0,5.0,3.0,3.0,1.0,2.0,1.0
822,Satin,0.0,7.0,5.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0
823,Мира,-4.6499999999999995,27.0,15.0,1.0,3.0,0.0,2.0,13.0,7.0,9.0,5.0,3.0,1.0,2.0,2.0
824,Консультант,0.4,8.0,5.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
825,Сафия,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
826,No No,0.25,8.0,5.0,0.0,2.0,0.0,1.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
827,Интеллигент,-0.75,18.0,8.0,0.0,2.0,0.0,1.0,9.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0
828,Разводчик,1.5499999999999998,24.0,13.0,0.0,5.0,0.0,1.0,13.0,5.0,6.0,5.0,4.0,2.0,1.0,1.0
829,Пироженка,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
830,Электросила,0.2,7.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
831,Шахист,0.55,17.0,9.0,0.0,5.0,0.0,2.0,11.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0
832,Джак,0.7,20.0,11.0,0.0,1.0,0.0,0.0,11.0,5.0,6.0,4.0,2.0,2.0,1.0,0.0
833,Красса,0.25,6.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
834,Country,0.3,19.0,9.0,0.0,1.0,0.0,0.0,11.0,4.0,5.0,4.0,1.0,1.0,2.0,0.0
835,LepuS,0.6000000000000001,34.0,18.0,0.0,4.0,0.0,0.0,21.0,7.0,7.0,6.0,2.0,2.0,4.0,3.0
836,Эрудит,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
837,Фокса,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
838,Точка Джи,0.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
839,Андромеда,0.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
840,Каа,0.45,18.0,8.0,0.0,2.0,0.0,1.0,12.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0
841,Элис,0.2,50.0,27.0,0.0,3.0,0.0,1.0,32.0,15.0,11.0,8.0,7.0,4.0,0.0,0.0
842,Нора,-0.5,31.0,13.0,0.0,2.0,0.0,0.0,22.0,9.0,1.0,0.0,4.0,2.0,4.0,2.0
843,Якут,-0.3,27.0,11.0,0.0,3.0,0.0,0.0,18.0,7.0,3.0,0.0,4.0,2.0,2.0,2.0
844,Boris,-4.0,25.0,11.0,0.0,1.0,0.0,0.0,16.0,7.0,5.0,3.0,3.0,0.0,1.0,1.0
845,Белоснежка,-0.3,42.0,16.0,0.0,1.0,0.0,0.0,26.0,9.0,9.0,4.0,3.0,1.0,4.0,2.0
846,Арт,0.4,15.0,5.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0
847,Отличница,0.0,31.0,11.0,0.0,4.0,0.0,2.0,16.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0
848,Слэм,-2.05,58.0,28.0,0.0,3.0,0.0,2.0,38.0,16.0,10.0,5.0,5.0,3.0,5.0,4.0
849,Ктулху,-0.15,14.0,4.0,0.0,1.0,0.0,1.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
850,Чиффа,0.2,6.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
851,Алёна,-0.10000000000000003,13.0,7.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0
852,Жаклин,-3.5,60.0,23.0,0.0,2.0,0.0,1.0,37.0,13.0,13.0,7.0,4.0,1.0,6.0,2.0
853,Дольф,0.0,33.0,13.0,0.0,3.0,0.0,0.0,20.0,6.0,6.0,4.0,2.0,0.0,5.0,3.0
854,Sha,0.0,11.0,4.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
855,Чесс,-1.9500000000000002,85.0,45.0,1.0,8.0,0.0,3.0,50.0,24.0,20.0,12.0,6.0,2.0,9.0,7.0
856,Ксения Евгеньевна,1.25,35.0,14.0,0.0,5.0,0.0,1.0,20.0,7.0,4.0,2.0,6.0,1.0,5.0,4.0
857,Bellissima,0.45,15.0,4.0,0.0,2.0,0.0,1.0,10.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0
858,Лабутен,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Зевс,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
860,Лютый,-1.2,13.0,5.0,0.0,2.0,0.0,0.0,8.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0
861,Диониджи,0.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0
862,Тарас,-2.3,86.0,45.0,0.0,8.0,0.0,1.0,49.0,21.0,20.0,15.0,10.0,5.0,7.0,4.0
863,Why_Not,0.4,9.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0
864,ГАГА,0.0,8.0,2.0,0.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
865,Gufon,-0.5,11.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0
866,Торий,0.2,28.0,10.0,1.0,2.0,0.0,0.0,14.0,3.0,6.0,3.0,4.0,1.0,4.0,3.0
867,Сандра,-0.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Civic,0.6,9.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0
869,Ёжик,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
870,Первый,0.25,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
871,Django,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
872,Красивая,0.0,18.0,6.0,0.0,3.0,0.0,1.0,13.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0
873,Арривидерчи,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
874,Адвокат,0.0,26.0,17.0,0.0,2.0,0.0,0.0,12.0,8.0,4.0,2.0,2.0,0.0,8.0,7.0
875,Олеся,-3.0,61.0,28.0,1.0,4.0,0.0,1.0,31.0,13.0,13.0,9.0,10.0,3.0,7.0,3.0
876,Stark,4.0,137.0,80.0,8.0,10.0,0.0,4.0,82.0,48.0,22.0,13.0,11.0,3.0,22.0,16.0
877,Скиф,4.8999999999999995,101.0,56.0,9.0,10.0,1.0,3.0,59.0,26.0,25.0,17.0,5.0,3.0,12.0,10.0
878,Boby-Boba,0.8,88.0,43.0,1.0,5.0,0.0,2.0,46.0,23.0,22.0,11.0,11.0,5.0,9.0,4.0
879,Саванна,0.8,174.0,77.0,6.0,8.0,0.0,5.0,110.0,45.0,30.0,13.0,18.0,10.0,16.0,9.0
880,Axel,1.3,85.0,37.0,2.0,11.0,0.0,3.0,50.0,18.0,20.0,13.0,11.0,5.0,4.0,1.0
881,Команданте,-0.19999999999999996,125.0,66.0,2.0,12.0,0.0,3.0,71.0,32.0,27.0,18.0,11.0,5.0,16.0,11.0
882,Слава,-0.8,88.0,41.0,0.0,8.0,0.0,5.0,49.0,16.0,17.0,9.0,12.0,7.0,10.0,9.0
883,Язычникъ,-1.6,95.0,49.0,1.0,3.0,0.0,0.0,57.0,33.0,21.0,11.0,8.0,2.0,9.0,3.0
884,Juicy,-0.7000000000000001,81.0,46.0,1.0,8.0,0.0,2.0,47.0,25.0,15.0,9.0,10.0,8.0,9.0,4.0
885,Amigo,-1.5,65.0,32.0,0.0,5.0,0.0,1.0,38.0,19.0,11.0,7.0,6.0,2.0,10.0,4.0
886,Абсурд,-0.5,36.0,17.0,0.0,0.0,0.0,0.0,22.0,10.0,7.0,3.0,3.0,3.0,4.0,1.0
887,Brodyaga,0.7,23.0,11.0,0.0,1.0,0.0,0.0,16.0,8.0,5.0,3.0,1.0,0.0,1.0,0.0
888,Оптимист,0.2,122.0,53.0,2.0,11.0,0.0,3.0,79.0,34.0,12.0,5.0,17.0,5.0,14.0,9.0
889,Сказочник,-1.1,76.0,27.0,0.0,7.0,0.0,0.0,50.0,18.0,12.0,4.0,7.0,1.0,7.0,4.0
890,Топор,-0.9,40.0,19.0,0.0,0.0,0.0,0.0,26.0,13.0,7.0,4.0,2.0,0.0,5.0,2.0
891,Pava,1.4000000000000001,87.0,35.0,1.0,3.0,0.0,1.0,56.0,19.0,16.0,8.0,8.0,4.0,7.0,4.0
892,Сирена,-0.3,21.0,13.0,0.0,2.0,0.0,2.0,16.0,11.0,2.0,1.0,2.0,0.0,1.0,1.0
893,Шапира,0.5,110.0,50.0,2.0,7.0,0.0,4.0,64.0,22.0,24.0,15.0,11.0,6.0,11.0,7.0
894,Комерсант,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
895,Вечный,-0.8,40.0,16.0,1.0,2.0,0.0,1.0,18.0,8.0,10.0,4.0,7.0,2.0,5.0,2.0
896,Pocahontas,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
897,Москва,-0.4,24.0,10.0,0.0,0.0,0.0,0.0,17.0,7.0,3.0,3.0,2.0,0.0,2.0,0.0
898,Ra,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
899,Фея,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
900,Snake,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
901,Пако,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
902,Kvins,-0.5,20.0,8.0,0.0,1.0,0.0,1.0,8.0,0.0,6.0,4.0,2.0,2.0,4.0,2.0
903,Весна,-1.15,93.0,44.0,0.0,12.0,0.0,5.0,53.0,21.0,27.0,17.0,5.0,3.0,8.0,3.0
904,Актер,-0.5,15.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0
905,Дипломат,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
906,Патриот,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
907,Life style,0.3,51.0,20.0,0.0,4.0,0.0,1.0,32.0,10.0,10.0,6.0,5.0,2.0,4.0,2.0
908,Френдик,0.2,11.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0
909,Данди,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Mr.RI,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
911,Simone,0.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
912,Геолог,0.6,22.0,6.0,0.0,3.0,0.0,0.0,13.0,3.0,7.0,2.0,1.0,0.0,1.0,1.0
913,Eluha,0.0,58.0,40.0,1.0,6.0,1.0,2.0,36.0,23.0,12.0,9.0,2.0,2.0,8.0,6.0
914,Skeptic,0.0,45.0,31.0,0.0,5.0,0.0,1.0,26.0,20.0,6.0,5.0,8.0,3.0,5.0,3.0
915,Irene Adler,0.0,62.0,38.0,0.0,0.0,0.0,0.0,41.0,25.0,13.0,6.0,3.0,3.0,5.0,4.0
916,yDiamond,0.0,45.0,24.0,0.0,4.0,0.0,0.0,31.0,17.0,8.0,6.0,0.0,0.0,6.0,1.0
917,est,0.0,45.0,24.0,1.0,4.0,0.0,1.0,32.0,18.0,9.0,3.0,2.0,1.0,2.0,2.0
918,Infinity,0.0,58.0,30.0,2.0,4.0,0.0,0.0,39.0,23.0,10.0,4.0,5.0,2.0,4.0,1.0
919,Cassandra,0.0,53.0,28.0,0.0,5.0,0.0,1.0,29.0,15.0,11.0,6.0,3.0,2.0,10.0,5.0
920,Красавица,0.0,16.0,11.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,4.0,0.0,0.0,2.0,2.0
921,Iv7,0.0,23.0,13.0,0.0,3.0,0.0,2.0,14.0,8.0,4.0,4.0,3.0,1.0,2.0,0.0
922,Holmes,0.0,44.0,22.0,0.0,5.0,0.0,2.0,24.0,13.0,14.0,4.0,5.0,4.0,1.0,1.0
923,Sini4ka,0.0,28.0,15.0,0.0,1.0,0.0,0.0,17.0,8.0,3.0,3.0,5.0,3.0,3.0,1.0
924,Marianna,0.0,24.0,12.0,0.0,4.0,0.0,1.0,14.0,6.0,5.0,3.0,3.0,2.0,2.0,1.0
925,Fiona,0.0,40.0,18.0,0.0,6.0,0.0,0.0,21.0,10.0,8.0,2.0,7.0,4.0,4.0,2.0
926,Basya,0.0,29.0,14.0,0.0,3.0,0.0,2.0,12.0,6.0,5.0,3.0,6.0,2.0,6.0,3.0
927,Lady X,0.0,11.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
928,Aldonza,0.0,45.0,19.0,0.0,2.0,0.0,1.0,22.0,7.0,9.0,3.0,9.0,5.0,5.0,4.0
929,E-note,0.0,38.0,16.0,1.0,3.0,0.0,1.0,23.0,9.0,8.0,4.0,3.0,2.0,4.0,1.0
930,IVA,0.0,36.0,11.0,0.0,4.0,0.0,2.0,20.0,9.0,9.0,2.0,2.0,0.0,5.0,0.0
931,Tonic,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
932,Мими,0.0,25.0,12.0,0.0,1.0,0.0,0.0,12.0,5.0,6.0,4.0,5.0,3.0,2.0,0.0
933,Rada,0.0,11.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0
934,Sovetnik,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
935,Solovyoff,0.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
936,Eva,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
937,Lunar,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
938,november,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
939,Деловая,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
940,Господин Дрейфус,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
941,Enot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,Toffi,0.2,15.0,10.0,0.0,2.0,0.0,0.0,9.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0
943,Ждан,0.0,9.0,5.0,0.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0
944,Жаннет,0.3,11.0,4.0,0.0,1.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
945,Владос,0.3,10.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0
946,Leopol'd,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
947,Тессо,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
948,Эйнштейн,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
949,Face,0.2,5.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
950,Кхалиси,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
951,Расул Кроу,1.0,5.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,Добряк,-0.5,96.0,46.0,16.0,5.0,0.0,2.0,51.0,24.0,22.0,12.0,12.0,2.0,11.0,8.0
953,Кенни,0.0,62.0,37.0,7.0,9.0,0.0,3.0,33.0,14.0,15.0,12.0,7.0,5.0,7.0,6.0
954,snoopy,0.0,77.0,42.0,9.0,3.0,0.0,0.0,46.0,20.0,18.0,14.0,8.0,4.0,5.0,4.0
955,Балу,0.0,77.0,40.0,9.0,5.0,0.0,1.0,46.0,21.0,14.0,10.0,10.0,4.0,7.0,5.0
956,Факир,0.0,61.0,30.0,7.0,8.0,0.0,2.0,32.0,12.0,7.0,5.0,8.0,5.0,14.0,8.0
957,Ксюша,0.0,71.0,33.0,5.0,9.0,0.0,5.0,41.0,16.0,12.0,8.0,8.0,1.0,10.0,8.0
958,Волшебник,0.0,65.0,21.0,4.0,2.0,0.0,1.0,33.0,9.0,18.0,9.0,8.0,0.0,6.0,3.0
959,Basana,0.0,52.0,22.0,0.0,2.0,0.0,1.0,28.0,9.0,12.0,6.0,7.0,6.0,5.0,1.0
960,Лето,0.0,58.0,22.0,4.0,1.0,0.0,0.0,39.0,12.0,9.0,4.0,5.0,2.0,5.0,4.0
961,Саттва,0.0,42.0,21.0,3.0,6.0,0.0,2.0,24.0,9.0,9.0,6.0,6.0,4.0,3.0,2.0
962,Лика,0.0,45.0,21.0,5.0,2.0,0.0,1.0,32.0,13.0,6.0,5.0,5.0,2.0,2.0,1.0
963,S1nful,0.0,47.0,17.0,3.0,5.0,0.0,1.0,24.0,7.0,13.0,6.0,5.0,1.0,5.0,3.0
964,Мэверик,0.0,45.0,15.0,3.0,2.0,0.0,0.0,29.0,9.0,8.0,3.0,3.0,0.0,5.0,3.0
965,Скоба,0.0,35.0,17.0,2.0,3.0,0.0,1.0,25.0,10.0,4.0,4.0,1.0,0.0,5.0,3.0
966,Винтик,0.0,39.0,17.0,4.0,4.0,0.0,0.0,25.0,8.0,8.0,5.0,3.0,1.0,3.0,3.0
967,Стрелец,0.0,32.0,13.0,2.0,2.0,0.0,1.0,23.0,8.0,5.0,3.0,2.0,1.0,2.0,1.0
968,Kosta,0.5,32.0,13.0,0.0,3.0,0.0,1.0,17.0,6.0,9.0,5.0,4.0,2.0,2.0,0.0
969,Бутч,0.0,30.0,10.0,1.0,3.0,0.0,2.0,13.0,2.0,10.0,6.0,4.0,1.0,3.0,1.0
970,Kartowel,0.0,21.0,11.0,2.0,0.0,0.0,0.0,14.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0
971,Selena,0.0,22.0,10.0,1.0,3.0,0.0,1.0,15.0,6.0,3.0,2.0,2.0,0.0,2.0,2.0
972,Revanuza,0.0,16.0,7.0,0.0,2.0,0.0,0.0,12.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0
973,Вилка,0.0,19.0,7.0,0.0,1.0,0.0,0.0,14.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0
974,Corax,0.0,17.0,6.0,0.0,1.0,0.0,0.0,11.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0
975,Blond,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
976,Снайдер,0.0,9.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0
977,Хилтон,0.0,8.0,3.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0
978,Тима,0.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
979,Дуалист,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
980,Archi,4.2,77.0,40.0,4.0,9.0,0.0,2.0,51.0,28.0,15.0,7.0,6.0,3.0,5.0,2.0
981,Качок,0.5,6.0,6.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0
982,б10,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
983,Phantom,0.5,15.0,10.0,1.0,1.0,0.0,0.0,9.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0
984,KowBoy,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
985,AlphycH,0.0,6.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
986,Кифлык,0.0,11.0,7.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0
987,SS,0.25,11.0,6.0,1.0,3.0,0.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0
988,Nesnayka,0.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0
989,Снежка,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
990,Sanandy,0.0,10.0,5.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0
991,Препод,0.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0
992,Око Возрождения,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
993,Дзвін,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
994,МашкО,0.0,8.0,4.0,0.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
995,Rick,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
996,Фенікс,0.0,11.0,5.0,0.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0
997,Добрый Доктор,0.0,11.0,5.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0
998,Ежик,0.0,8.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
999,Insimnia,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,Inspiration,-0.5,6.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
1001,Хэйсэй,0.0,13.0,3.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0
1002,Lekantrop,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,Яблунька,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1004,Мартини,3.85,67.0,45.0,6.0,7.0,0.0,4.0,38.0,25.0,12.0,10.0,6.0,4.0,11.0,6.0
1005,14к,2.7,36.0,29.0,1.0,3.0,1.0,0.0,25.0,20.0,4.0,3.0,1.0,1.0,6.0,5.0
1006,Лиса,1.9,63.0,36.0,5.0,5.0,0.0,2.0,42.0,25.0,12.0,5.0,6.0,5.0,3.0,1.0
1007,Депутат,5.2,109.0,66.0,7.0,13.0,0.0,3.0,72.0,41.0,19.0,13.0,9.0,6.0,9.0,6.0
1008,Grassmann,2.8,50.0,28.0,3.0,3.0,0.0,2.0,28.0,17.0,8.0,2.0,12.0,7.0,2.0,2.0
1009,Солнечный Лучик,1.25,25.0,16.0,2.0,2.0,0.0,1.0,9.0,5.0,10.0,7.0,3.0,2.0,3.0,2.0
1010,Пират,2.0,75.0,40.0,3.0,7.0,0.0,1.0,45.0,27.0,15.0,6.0,7.0,4.0,8.0,3.0
1011,Админ,0.0,32.0,21.0,0.0,3.0,0.0,0.0,20.0,16.0,8.0,4.0,2.0,0.0,2.0,1.0
1012,Оператор,2.55,44.0,19.0,4.0,3.0,0.0,2.0,27.0,12.0,8.0,2.0,3.0,2.0,6.0,3.0
1013,Маяк,1.05,15.0,10.0,2.0,1.0,0.0,1.0,8.0,6.0,3.0,2.0,3.0,2.0,1.0,0.0
1014,Наивный Мальчик,1.7,38.0,17.0,3.0,1.0,0.0,0.0,26.0,10.0,5.0,3.0,3.0,1.0,4.0,3.0
1015,Росомаха,0.0,30.0,14.0,0.0,1.0,0.0,0.0,21.0,11.0,5.0,2.0,1.0,1.0,3.0,0.0
1016,Логист,1.25,59.0,18.0,2.0,3.0,0.0,1.0,37.0,11.0,16.0,5.0,2.0,1.0,4.0,1.0
1017,Братюня,1.0,39.0,13.0,1.0,3.0,0.0,0.0,20.0,6.0,11.0,4.0,2.0,0.0,6.0,3.0
1018,Якорь,0.8,6.0,5.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0
1019,Анна,0.25,19.0,5.0,0.0,1.0,0.0,1.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
1020,Поляша,0.2,8.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0
1021,Kirk,0.0,9.0,4.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0
