,Game_result,Citizen,Mafia,Don,Sheriff
191,мафия,"['Шпилька', 'Кукла', 'Дон Ган', 'Ice', 'Коннор', 'Стимул']","['Ginger', 'Scorp']",Cardinal,Fake
192,мафия,"['Amber', 'Коннор', 'Сакура', 'Персик', 'Хохольчик', 'Дон Ган']","['Arty', 'Ятна']",Sportsman,Дор
193,город,"['Snow', 'Гармония', 'Lu绿', 'Шершень', 'Sportsman', 'Персик']","['Сакура', 'Дор']",Шпилька,Ice
194,мафия,"['Гармония', 'Scorp', 'Сталкер', 'Lucky', 'Кукла', 'Хохольчик']","['Дор', 'Шпилька']",Snow,Маркиза
195,город,"['Стимул', 'Игрок', 'Гость', 'Stay', 'Tamerlan', 'Каменских']","['Marsea', 'Змей']",Маркиза,Мортал
196,город,"['Rize', 'Змей', 'Кукла', 'Tamerlan', 'Мортал', 'vipzonet']","['Fake', 'Ice']",НикитыЧ,Ginger
197,мафия,"['Одиннадцатый', 'Marsea', 'Мортал', 'Маркиза', 'Night', 'Fake']","['Змей', 'Шершень']",Игрок,Кукла
198,город,"['Шершень', 'Абрам', 'Стимул', 'НикитыЧ', 'Marsea', 'Змей']","['Night', 'Кукла']",Tamerlan,Гармония
199,мафия,"['НикитыЧ', 'Маркиза', 'Коломбо', 'Адик', 'GoN', 'Кукла']","['Лайм', 'Мадемуазель']",Arty,Каменских
200,город,"['Адик', 'Шпилька', 'Sova', 'Лайм', 'Каменских', 'Мортал']","['Кукла', 'Ice']",Стимул,GoN
201,мафия,"['Snow', 'Trevery', 'Шпилька', 'Персик', 'Анархия', 'Игрок']","['Полицейский', 'Хохольчик']",Мадемуазель,Маркиза
202,город,"['Адик', 'Ириска', 'Lynch', 'Марта', 'Человек', 'Змей']","['Мортал', 'Mr. Pibb']",Ася,Ginger
203,мафия,"['Fake', 'Setti', 'Ice', 'Arty', 'Кукла', 'Дор']","['Lynch', 'Одиннадцатый']",Spectre,D.O.N.S.
204,мафия,"['Абрам', 'D.O.N.S.', 'Spectre', 'Frank', 'Fake', 'Малыш']","['Setti', 'Доктор']",Night,Snow
205,мафия,"['Абрам', 'Змей', 'Одиннадцатый', 'Кукла', 'Человек', 'Хохольчик']","['Ася', 'Frank']",Адик,D.O.N.S.
206,город,"['Лайм', 'Игрок', 'Ятна', 'Коннор', 'Fake', 'Гармония']","['Мортал', 'Кукла']",D.O.N.S.,Стимул
207,мафия,"['Ice', 'Марта', 'Кукла', 'Шершень', 'Стимул', 'Багряный']","['Frank', 'Fake']",Каменских,Игрок
208,мафия,"['D.O.N.S.', 'Багряный', 'Benjamin', 'Сарказм', 'Мортал', 'Fake']","['Ася', 'Коннор']",Гармония,Абрам
209,город,"['Змей', 'Абрам', 'Ice', 'Snow', 'Мортал', 'Персик']","['Хохольчик', 'Шершень']",Человек,Дор
210,мафия,"['Лайм', 'Адик', 'Кукла', 'Fake', 'Хохольчик', 'Гармония']","['Ириска', 'Шершень']",D.O.N.S.,Snow
211,мафия,"['Лайм', 'Кукла', 'Игрок', 'Коннор', 'Mr. Pibb', 'Одиннадцатый']","['Гармония', 'Lynch']",Маркиза,Arty
212,город,"['Коннор', 'Кукла', 'Шершень', 'Маркиза', 'Snow', 'Змей']","['Frank', 'Ice']",Mr. Pibb,Игрок
213,мафия,"['Ириска', 'Лайм', 'Дор', 'НикитыЧ', 'Мортал', 'Мадемуазель']","['Адик', 'Ginger']",Ice,Benjamin
214,город,"['Кельтас', 'Шершень', 'Маркиза', 'Адик', 'Кукла', 'Змей']","['НикитыЧ', 'Гость']",Benjamin,Ginger
215,мафия,"['Сталкер', 'Каменских', 'Человек', 'Стимул', 'Коломбо', 'НикитыЧ']","['Лайм', 'Змей']",Fake,Коннор
216,мафия,"['Snow', 'Персик', 'Гость', 'Шершень', 'Гармония', 'Кукла']","['Маркиза', 'Хохольчик']",Кельтас,Night
217,мафия,"['Гость', 'НикитыЧ', 'GoN', 'Гость', 'Ice', 'Плюшка']","['Лайм', 'Хьюстон']",Каменских,Маркиза
218,мафия,"['Кукла', 'Benjamin', 'Fake', 'Гармония', 'Snow', 'Персик']","['Шершень', 'Хохольчик']",Night,Коломбо
219,мафия,"['Ириска', 'Мортал', 'Сталкер', 'Дон Ган', 'Lu绿', 'GoN']","['Адик', 'НикитыЧ']",Гость,Лайм
220,мафия,"['Хьюстон', 'Каменских', 'Sportsman', 'Arty', 'Ice', 'Кукла']","['Mr. Pibb', 'Адик']",Гармония,Page
221,мафия,"['Стимул', 'Fake', 'Адик', 'Коннор', 'Arty', 'Scorp']","['Ginger', 'Хьюстон']",Одиннадцатый,Шершень
222,город,"['Стимул', 'Одиннадцатый', 'Кукла', 'Шершень', 'GoN', 'Mr. Pibb']","['Хьюстон', 'Lynch']",Маркиза,Каменских
223,город,"['Scorp', 'Arty', 'Ginger', 'Ice', 'Лайм', 'Кукла']","['Fake', 'Коннор']",Ириска,Mr. Pibb
224,мафия,"['Гость', 'Кукла', 'НикитыЧ', 'Адик', 'Заноза', 'Лайм']","['Lynch', 'Ice']",Дор,Ботаник
225,мафия,"['Заноза', 'Мадемуазель', 'Лайм', 'Ботаник', 'Змей', 'Benjamin']","['Lynch', 'НикитыЧ']",Кукла,Ириска
226,мафия,"['Ботаник', 'Лайм', 'Адик', 'Дор', 'Lynch', 'Маркиза']","['Гость', 'Каменских']",Кукла,Benjamin
227,город,"['Гость', 'Lynch', 'Гость', 'Ice', 'Lu绿', 'Кукла']","['НикитыЧ', 'Гость']",Дор,Лайм
228,мафия,"['Гость', 'Адик', 'Маркиза', 'Кукла', 'Ice', 'НикитыЧ']","['Ириска', 'Ботаник']",Sher,Lu绿
229,мафия,"['Ice', 'НикитыЧ', 'Маркиза', 'Люк', 'Fake', 'Лайм']","['Arty', 'Одиннадцатый']",Ятна,Кукла
230,город,"['Одиннадцатый', 'Ice', 'Fake', 'Arty', 'Гость', 'Стимул']","['Заноза', 'Кукла']",Лайм,Гость
231,мафия,"['Человек', 'Адик', 'Snow', 'Sportsman', 'Хохольчик', 'Дор']","['НикитыЧ', 'Игрок']",Fake,Сталкер
232,город,"['Анархия', 'Шершень', 'Кукла', 'Мортал', 'Benjamin', 'Лайм']","['Гармония', 'Tamerlan']",Змей,Полицейский
233,мафия,"['Tamerlan', 'Полицейский', 'Хохольчик', 'Гармония', 'Шершень', 'Sportsman']","['Анархия', 'Кукла']",Одиннадцатый,Стимул
234,город,"['Forsir', 'Каменских', 'Коломбо', 'Дор', 'Человек', 'Scorp']","['Fake', 'Шершень']",Кукла,Дядя
235,мафия,"['Fake', 'Змей', 'Sportsman', 'Arty', 'Гость', 'Scorp']","['Человек', 'Шершень']",Кукла,Гость
236,мафия,"['Одиннадцатый', 'Lynch', 'Ириска', 'Кукла', 'Мортал', 'Адик']","['Анархия', 'Человек']",Ice,Fake
237,мафия,"['D.O.N.S.', 'Самец', 'Ася', 'Лайм', 'Маркиза', 'Рати']","['Человек', 'Lynch']",Кукла,Каменских
238,мафия,"['Маркиза', 'Шпилька', 'Дин', 'Лайм', 'Хохольчик', 'Snow']","['Шершень', 'Frank']",Гость,Trevery
239,город,"['Игрок', 'GoN', 'Кукла', 'Рати', 'Одиннадцатый', 'Коннор']","['Ася', 'Lynch']",Tamerlan,D.O.N.S.
240,город,"['GoN', 'Человек', 'НикитыЧ', 'Коннор', 'Стимул', 'Лайм']","['Адик', 'Кира']",Кукла,Ириска
241,город,"['Sportsman', 'D.O.N.S.', 'Ice', 'Мортал', 'Гармония', 'Самец']","['Одиннадцатый', 'Фин']",Шпилька,Шершень
242,мафия,"['Ice', 'Turnik', 'Адик', 'Кира', 'Человек', 'Ириска']","['GoN', 'Принцесса']",Дор,Sova
243,мафия,"['Адик', 'Sova', 'Человек', 'Turnik', 'Принцесса', 'Дин']","['Ириска', 'Дор']",GoN,Кира
244,мафия,"['Ice', 'Sova', 'Принцесса', 'Кира', 'Адик', 'Ириска']","['Человек', 'Turnik']",GoN,Дор
245,мафия,"['Человек', 'Sova', 'Ice', 'Адик', 'Ириска', 'Дор']","['GoN', 'Кира']",Turnik,Принцесса
246,мафия,"['Принцесса', 'Дор', 'Ириска', 'Человек', 'Turnik', 'Лайм']","['Адик', 'Дин']",Кира,GoN
247,мафия,"['Человек', 'Стимул', 'Коломбо', 'Каменских', 'Кукла', 'Мортал']","['Коннор', 'Ice']",Дор,Ириска
248,мафия,"['Шпилька', 'Коломбо', 'Лайм', 'Стимул', 'Кукла', 'Ириска']","['Адик', 'GoN']",Коннор,Человек
249,мафия,"['Коннор', 'Человек', 'Игрок', 'Ice', 'Адик', 'Каменских']","['Кукла', 'Дор']",Стимул,Шпилька
250,город,"['Кира', 'Персик', 'Хохольчик', 'Шпилька', 'GoN', 'Дор']","['Человек', 'Лайм']",Turnik,Гармония
251,мафия,"['Кукла', 'Адик', 'Ириска', 'Ice', 'Frank', 'Коломбо']","['Коннор', 'Ginger']",Игрок,Сталкер
252,мафия,"['Frank', 'Гармония', 'Ginger', 'Кира', 'Человек', 'Lucky']","['Персик', 'Сталкер']",Benjamin,Шершень
253,город,"['Гармония', 'Человек', 'Коннор', 'Лайм', 'Хохольчик', 'Гость']","['Frank', 'Мортал']",GoN,Кукла
254,мафия,"['Кукла', 'Игрок', 'Гость', 'Ice', 'Люк', 'Адик']","['Ириска', 'Маркиза']",Дор,Лайм
255,город,"['Tamerlan', 'Arty', 'Дор', 'Одиннадцатый', 'Кукла', 'Каменских']","['Mr. Pibb', 'Ice']",Игрок,Лайм
256,мафия,"['molecula', 'Доктор', 'Игрок', 'Ириска', 'НикитыЧ', 'Одиннадцатый']","['Стимул', 'Адик']",Ice,Люк
257,город,"['Маркиза', 'Змей', 'Абрам', 'Snow', 'Marsea', 'Frank']","['Хохольчик', 'Гость']",Mr. Pibb,Сталкер
258,мафия,"['Frank', 'Змей', 'Tamerlan', 'Fake', 'Шершень', 'Lynch']","['Игрок', 'Самец']",Arty,Snow
259,мафия,"['Кира', 'Лайм', 'Sportsman', 'Ириска', 'Адик', 'Стимул']","['Кукла', 'НикитыЧ']",Полицейский,Хохольчик
260,мафия,"['Коломбо', 'Гость', 'GoN', 'НикитыЧ', 'Дор', 'Каменских']","['Змей', 'Человек']",Шпилька,Адик
261,город,"['Коломбо', 'Змей', 'Лайм', 'Ice', 'Адик', 'Дор']","['GoN', 'Человек']",Гость,НикитыЧ
262,мафия,"['Гость', 'Мадемуазель', 'Гость', 'Дор', 'Адик', 'Лайм']","['Коломбо', 'Змей']",Гость,Sova
263,город,"['Лайм', 'Змей', 'Каменских', 'Человек', 'Дор', 'Гость']","['Ice', 'GoN']",Гость,Гость
264,мафия,"['Стимул', 'Маркиза', 'Ириска', 'Игрок', 'Шпилька', 'НикитыЧ']","['Человек', 'Заноза']",Мортал,Коннор
265,город,"['Стимул', 'Маркиза', 'Человек', 'Шпилька', 'Ириска', 'Заноза']","['Игрок', 'НикитыЧ']",Коннор,Мортал
266,город,"['GoN', 'Гость', 'Игрок', 'Ice', 'Маркиза', 'Гость']","['molecula', 'Стимул']",Шпилька,Рати
267,мафия,"['Адик', 'Люк', 'Мадемуазель', 'Ириска', 'Человек', 'Змей']","['Дор', 'Лайм']",Гость,Sportsman
268,город,"['Гость', 'Ятна', 'Сарказм', 'Spectre', 'Дор', 'Абрам']","['Гармония', 'Рати']",Night,Lynch
269,мафия,"['Человек', 'НикитыЧ', 'Кельтас', 'Шпилька', 'Гость', 'Sportsman']","['Люк', 'Змей']",Персик,Мадемуазель
270,мафия,"['НикитыЧ', 'Лайм', 'Мадемуазель', 'Рати', 'Sportsman', 'Шпилька']","['Люк', 'Ice']",Человек,Гость
271,город,"['Гармония', 'Night', 'Коннор', 'Адик', 'Коломбо', 'Стимул']","['Сарказм', 'Маркиза']",Lynch,Дор
272,мафия,"['Адик', 'Шпилька', 'GoN', 'Люк', 'Стимул', 'Гость']","['Лайм', 'Человек']",НикитыЧ,Сарказм
273,мафия,"['Мортал', 'Гость', 'Стимул', 'Лайм', 'Игрок', 'Forsir']","['Sportsman', 'GoN']",D.O.N.S.,Маркиза
274,мафия,"['Адик', 'Benjamin', 'НикитыЧ', 'Кукла', 'Гость', 'Хохольчик']","['Arty', 'Frank']",Шпилька,Дор
275,мафия,"['Ice', 'Адик', 'Ириска', 'Гость', 'Кукла', 'Маркиза']","['Лайм', 'D.O.N.S.']",Шпилька,Одиннадцатый
276,мафия,"['Игрок', 'Spectre', 'Одиннадцатый', 'Ginger', 'Arty', 'Fake']","['Змей', 'Стимул']",НикитыЧ,Дор
277,мафия,"['Forsir', 'D.O.N.S.', 'Snow', 'Шпилька', 'Ice', 'Lynch']","['Frank', 'Хохольчик']",Tamerlan,Trevery
278,мафия,"['Доктор', 'Гость', 'Шпилька', 'Адик', 'Гость', 'НикитыЧ']","['Стимул', 'Змей']",Кукла,Ириска
279,мафия,"['Лайм', 'Гость', 'Шершень', 'D.O.N.S.', 'Lynch', 'Frank']","['GoN', 'Гость']",Абрам,Tamerlan
280,город,"['Змей', 'Trevery', 'Сталкер', 'Frank', 'Шпилька', 'Стимул']","['Мадемуазель', 'Snow']",Лайм,Ириска
281,мафия,"['Кукла', 'Змей', 'Человек', 'Рати', 'Мадемуазель', 'Ася']","['Сталкер', 'Каменских']",Лайм,GoN
282,город,"['Гость', 'Гость', 'Человек', 'Рати', 'Кукла', 'Адик']","['Tamerlan', 'Шпилька']",Ice,Ириска
283,мафия,"['Лайм', 'Адик', 'Маркиза', 'Гость', 'Ириска', 'Змей']","['Гость', 'Ася']",Анархия,Lynch
284,город,"['Ice', 'Snow', 'Сталкер', 'Frank', 'Arty', 'Сарказм']","['Персик', 'Абрам']",Кукла,Шпилька
285,мафия,"['Frank', 'Кукла', 'Шпилька', 'Ice', 'Дин', 'Lynch']","['Адик', 'Ginger']",Лайм,Ириска
286,мафия,"['Лайм', 'Адик', 'Кукла', 'Mr. Pibb', 'Arty', 'Марта']","['Гость', 'Fake']",Шпилька,Шершень
287,город,"['Кукла', 'Setti', 'Одиннадцатый', 'Адик', 'Люк', 'Lynch']","['Шпилька', 'Сталкер']",Стимул,Рати
288,город,"['Sportsman', 'Змей', 'Мадемуазель', 'Ice', 'Гость', 'Гость']","['Frank', 'Гость']",Рати,Маркиза
289,мафия,"['Ириска', 'Гость', 'Кукла', 'Люк', 'Стимул', 'Змей']","['Рати', 'Сталкер']",Tamerlan,Маркиза
