,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_games,Citizen_wins,Mafia_games,Mafia_wins,Sheriff_games,Sheriff_wins,Don_games,Don_wins
0,Гость,0.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Анархия,15.7,145.0,79.0,4.0,14.0,0.0,5.0,79.0,35.0,35.0,26.0,18.0,9.0,13.0,9.0
2,Полицейский,8.399999999999999,138.0,74.0,3.0,20.0,0.0,6.0,83.0,37.0,18.0,13.0,18.0,12.0,19.0,12.0
3,Шершень,15.2,143.0,81.0,0.0,29.0,1.0,14.0,84.0,46.0,28.0,18.0,21.0,9.0,10.0,8.0
4,Benjamin,11.499999999999998,101.0,43.0,0.0,12.0,1.0,2.0,61.0,22.0,19.0,12.0,13.0,5.0,8.0,4.0
5,Snow,13.4,142.0,64.0,0.0,35.0,0.0,7.0,93.0,41.0,18.0,10.0,14.0,4.0,17.0,9.0
6,Гармония,13.899999999999999,148.0,73.0,1.0,21.0,0.0,8.0,101.0,52.0,19.0,9.0,19.0,5.0,9.0,7.0
7,Малыш,7.0,103.0,54.0,2.0,10.0,0.0,2.0,61.0,28.0,18.0,10.0,10.0,6.0,14.0,10.0
8,Персик,8.7,77.0,39.0,2.0,13.0,1.0,1.0,54.0,26.0,13.0,8.0,5.0,1.0,5.0,4.0
9,Frank,9.0,91.0,45.0,0.0,8.0,1.0,2.0,53.0,24.0,24.0,12.0,4.0,3.0,10.0,6.0
10,Night,3.6,86.0,31.0,0.0,9.0,0.0,2.0,54.0,15.0,14.0,6.0,10.0,4.0,8.0,6.0
11,Ginger,5.5,84.0,50.0,1.0,9.0,0.0,4.0,40.0,18.0,22.0,18.0,14.0,9.0,8.0,5.0
12,Марта,6.4,123.0,56.0,1.0,13.0,1.0,0.0,64.0,23.0,28.0,16.0,13.0,6.0,18.0,11.0
13,Дор,10.8,125.0,60.0,2.0,7.0,0.0,3.0,63.0,25.0,28.0,18.0,20.0,7.0,14.0,10.0
14,Хохольчик,6.1,104.0,44.0,0.0,12.0,0.0,2.0,61.0,24.0,22.0,8.0,10.0,4.0,11.0,8.0
15,Trevery,5.199999999999999,54.0,23.0,1.0,6.0,0.0,3.0,32.0,14.0,12.0,6.0,7.0,2.0,3.0,1.0
16,Setti,5.5,97.0,51.0,1.0,8.0,0.0,0.0,61.0,29.0,16.0,13.0,12.0,4.0,8.0,5.0
17,Lynch,7.4,138.0,56.0,4.0,12.0,1.0,3.0,80.0,24.0,32.0,19.0,10.0,4.0,16.0,9.0
18,Лача,10.9,112.0,61.0,2.0,12.0,1.0,6.0,68.0,33.0,24.0,15.0,10.0,7.0,10.0,6.0
19,Сарказм,6.9,51.0,26.0,5.0,10.0,1.0,5.0,28.0,15.0,11.0,3.0,8.0,4.0,4.0,4.0
20,Абрам,8.299999999999999,104.0,46.0,1.0,9.0,0.0,5.0,54.0,25.0,27.0,10.0,10.0,3.0,13.0,8.0
21,Ятна,2.8,48.0,23.0,1.0,4.0,0.0,2.0,30.0,17.0,8.0,2.0,7.0,3.0,3.0,1.0
22,Одиннадцатый,5.3,121.0,57.0,0.0,11.0,0.0,3.0,70.0,29.0,27.0,16.0,13.0,6.0,11.0,6.0
23,Flash,6.199999999999999,79.0,39.0,0.0,14.0,1.0,3.0,46.0,24.0,20.0,9.0,9.0,3.0,4.0,3.0
24,Mr. Pibb,5.0,91.0,37.0,1.0,5.0,0.0,3.0,58.0,19.0,15.0,9.0,8.0,4.0,10.0,5.0
25,Аниморф,0.5,19.0,9.0,0.0,2.0,0.0,1.0,13.0,4.0,3.0,3.0,0.0,0.0,3.0,2.0
26,Коннор,5.0,90.0,45.0,2.0,7.0,0.0,2.0,51.0,21.0,22.0,13.0,10.0,6.0,7.0,5.0
27,Кельтас,5.300000000000001,51.0,21.0,1.0,5.0,0.0,1.0,32.0,12.0,4.0,1.0,8.0,4.0,7.0,4.0
28,Змей,8.1,191.0,96.0,0.0,21.0,2.0,4.0,114.0,53.0,42.0,29.0,22.0,7.0,13.0,7.0
29,Багряный,1.7000000000000002,22.0,7.0,0.0,1.0,0.0,0.0,14.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0
30,Вольфрам,6.9,92.0,43.0,0.0,15.0,0.0,7.0,54.0,23.0,21.0,13.0,7.0,4.0,10.0,3.0
31,Fake,10.1,114.0,54.0,0.0,21.0,1.0,7.0,67.0,24.0,22.0,17.0,13.0,5.0,12.0,8.0
32,D1Zzy,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
33,Файна,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
34,Доктор Ливси,0.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
35,Адик,11.1,212.0,102.0,0.0,16.0,0.0,3.0,136.0,51.0,45.0,30.0,12.0,6.0,19.0,15.0
36,Джипси,0.6,67.0,30.0,0.0,1.0,0.0,0.0,43.0,21.0,6.0,5.0,7.0,2.0,11.0,2.0
37,Амахонда,5.0,52.0,31.0,1.0,4.0,0.0,3.0,33.0,19.0,12.0,7.0,4.0,3.0,3.0,2.0
38,D.O.N.S.,2.2,64.0,29.0,1.0,9.0,0.0,2.0,37.0,14.0,10.0,8.0,8.0,3.0,9.0,4.0
39,Ботаник,0.8999999999999999,30.0,14.0,0.0,5.0,1.0,0.0,11.0,3.0,10.0,8.0,5.0,1.0,4.0,2.0
40,Человек,5.6,114.0,52.0,0.0,7.0,0.0,1.0,67.0,27.0,25.0,18.0,9.0,2.0,13.0,5.0
41,Lawliet,1.7,16.0,10.0,1.0,2.0,0.0,0.0,9.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0
42,Ice,7.0,142.0,67.0,1.0,17.0,1.0,7.0,88.0,36.0,29.0,19.0,14.0,5.0,11.0,7.0
43,Кукла,14.200000000000001,221.0,101.0,0.0,28.0,1.0,10.0,134.0,50.0,42.0,26.0,18.0,4.0,27.0,21.0
44,Lucky,4.8,69.0,32.0,12.0,4.0,0.0,1.0,37.0,13.0,15.0,9.0,10.0,5.0,7.0,5.0
45,Arty,4.5,66.0,33.0,0.0,7.0,0.0,2.0,39.0,17.0,17.0,9.0,5.0,3.0,5.0,4.0
46,Чикаго,2.0,15.0,5.0,1.0,0.0,0.0,0.0,11.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0
47,Коломбо,3.4000000000000004,48.0,20.0,0.0,1.0,1.0,0.0,32.0,12.0,6.0,4.0,8.0,3.0,2.0,1.0
48,Сакура,-1.35,52.0,28.0,0.0,4.0,0.0,2.0,30.0,12.0,10.0,7.0,5.0,3.0,7.0,6.0
49,Джина,1.2,29.0,16.0,0.0,1.0,0.0,0.0,19.0,10.0,9.0,6.0,1.0,0.0,0.0,0.0
50,Борщ,1.9,52.0,23.0,0.0,6.0,0.0,2.0,35.0,16.0,9.0,5.0,6.0,1.0,2.0,1.0
51,Scorp,1.6,56.0,27.0,0.0,4.0,0.0,1.0,33.0,15.0,12.0,6.0,5.0,0.0,6.0,6.0
52,Кира,2.35,75.0,31.0,0.0,5.0,0.0,1.0,49.0,17.0,12.0,5.0,6.0,2.0,8.0,7.0
53,Воля,0.0,7.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
54,,0.0,7.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
55,Как так,0.5,63.0,26.0,8.0,4.0,0.0,1.0,41.0,15.0,10.0,6.0,7.0,1.0,5.0,4.0
56,Стимул,1.4,155.0,74.0,0.0,8.0,0.0,2.0,99.0,40.0,25.0,19.0,9.0,3.0,22.0,12.0
57,Лайм,3.7,130.0,56.0,0.0,11.0,0.0,3.0,79.0,27.0,19.0,12.0,12.0,3.0,20.0,14.0
58,Маркиза,4.3,101.0,48.0,1.0,15.0,1.0,8.0,58.0,24.0,19.0,14.0,13.0,5.0,11.0,5.0
59,GoN,1.6,142.0,61.0,0.0,7.0,0.0,1.0,85.0,34.0,28.0,16.0,13.0,2.0,16.0,9.0
60,НикитыЧ,5.199999999999999,130.0,52.0,0.0,6.0,0.0,1.0,78.0,21.0,27.0,14.0,12.0,7.0,13.0,10.0
61,Шпилька,3.5,102.0,39.0,0.0,5.0,0.0,0.0,51.0,16.0,20.0,11.0,14.0,3.0,17.0,9.0
62,Мортал,1.7999999999999998,126.0,50.0,0.0,6.0,0.0,0.0,87.0,28.0,21.0,10.0,11.0,6.0,7.0,6.0
63,Игрок,0.7,86.0,32.0,0.0,6.0,0.0,4.0,52.0,17.0,17.0,8.0,9.0,2.0,8.0,5.0
64,Сталкер,0.5,94.0,40.0,0.0,5.0,0.0,2.0,56.0,17.0,20.0,16.0,12.0,6.0,6.0,1.0
65,Ириска,2.3,114.0,53.0,0.0,9.0,0.0,0.0,67.0,23.0,16.0,13.0,19.0,9.0,12.0,8.0
66,Каменских,3.9,59.0,28.0,1.0,7.0,0.0,3.0,37.0,17.0,13.0,7.0,4.0,1.0,5.0,3.0
67,Люк,1.1,45.0,15.0,0.0,3.0,1.0,0.0,31.0,7.0,7.0,4.0,6.0,3.0,1.0,1.0
68,Дин,9.3,123.0,64.0,0.0,15.0,1.0,3.0,71.0,34.0,33.0,23.0,9.0,1.0,10.0,6.0
69,Мадемуазель,1.5,49.0,22.0,0.0,6.0,1.0,2.0,31.0,9.0,9.0,6.0,3.0,1.0,6.0,6.0
70,vipzonet,0.5,89.0,36.0,0.0,2.0,0.0,0.0,51.0,18.0,19.0,12.0,10.0,2.0,9.0,4.0
71,Sunset,1.2,41.0,24.0,0.0,1.0,0.0,1.0,19.0,8.0,10.0,8.0,4.0,2.0,8.0,6.0
72,Рати,0.0,44.0,18.0,0.0,0.0,0.0,0.0,23.0,8.0,8.0,4.0,5.0,4.0,8.0,2.0
73,Ashley,0.8,89.0,42.0,0.0,3.0,0.0,1.0,49.0,22.0,19.0,9.0,5.0,1.0,16.0,10.0
74,Lu绿,1.2,68.0,35.0,0.0,3.0,0.0,0.0,37.0,18.0,15.0,8.0,7.0,3.0,9.0,6.0
75,Sova,0.0,34.0,16.0,0.0,0.0,0.0,0.0,18.0,7.0,8.0,7.0,4.0,0.0,4.0,2.0
76,Cardinal,1.0,36.0,16.0,0.0,4.0,0.0,2.0,24.0,9.0,7.0,4.0,2.0,0.0,3.0,3.0
77,Tamerlan,0.7,49.0,17.0,0.0,1.0,0.0,1.0,32.0,11.0,7.0,3.0,5.0,1.0,5.0,2.0
78,Sportsman,1.4,34.0,19.0,0.0,2.0,0.0,1.0,22.0,9.0,8.0,7.0,2.0,1.0,2.0,2.0
79,Солтис,0.1,11.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
80,Ася,1.0,42.0,16.0,0.0,0.0,0.0,0.0,24.0,6.0,10.0,5.0,1.0,0.0,7.0,5.0
81,Доктор,0.1,37.0,8.0,0.0,1.0,0.0,0.0,24.0,4.0,8.0,3.0,2.0,0.0,3.0,1.0
82,Stay,0.0,15.0,6.0,0.0,2.0,0.0,1.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0
83,Ника,0.0,13.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0
84,Комар,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
85,Октава,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
86,Кактус,3.9,72.0,36.0,4.0,5.0,0.0,0.0,45.0,22.0,12.0,5.0,12.0,9.0,3.0,0.0
87,Бестолочь,0.0,22.0,3.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0
88,Tartaletka,0.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
89,Sher,1.4000000000000001,55.0,26.0,0.0,5.0,0.0,2.0,30.0,12.0,9.0,6.0,10.0,4.0,6.0,4.0
90,Spectre,1.6,16.0,8.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,2.0,1.0,0.0,2.0,2.0
91,Самец,0.7,11.0,7.0,0.0,1.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0
92,Step,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
93,Rize,0.9,8.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0
94,Cheer,0.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
95,Marsea,0.4,18.0,7.0,0.0,0.0,0.0,0.0,11.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0
96,Хьюстон,0.0,9.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0
97,Заноза,0.4,12.0,4.0,0.0,1.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0
98,Dan Dan,0.0,34.0,16.0,0.0,2.0,0.0,0.0,24.0,9.0,6.0,4.0,1.0,1.0,3.0,2.0
99,Энай,0.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Дядя,0.0,7.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
101,Плюшка,0.3,7.0,4.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
102,Turnik,0.4,18.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,7.0,4.0
103,Принцесса,0.0,18.0,6.0,0.0,1.0,0.0,0.0,11.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0
104,Пряник,0.5,64.0,31.0,13.0,8.0,0.0,1.0,41.0,17.0,14.0,9.0,4.0,2.0,5.0,3.0
105,Forsir,0.0,15.0,4.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0
106,Дон Ган,1.7,35.0,18.0,0.0,5.0,0.0,0.0,21.0,7.0,5.0,4.0,6.0,5.0,3.0,2.0
107,Барон,0.2,10.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0
108,molecula,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
109,Lightman,0.4,11.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0
110,Фин,0.0,6.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
111,По,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,MiG15-bis,0.25,5.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
113,Page,0.4,9.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0
114,Amber,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
115,Абдурахман,0.7,42.0,14.0,0.0,3.0,0.0,0.0,26.0,6.0,7.0,3.0,5.0,3.0,4.0,2.0
116,Конфет,0.3,20.0,8.0,0.0,1.0,0.0,0.0,9.0,2.0,7.0,4.0,1.0,0.0,3.0,2.0
117,Ace,0.0,15.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0
118,Айка,0.5,16.0,5.0,0.0,2.0,0.0,0.0,10.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0
119,Gopher,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
120,Sona,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Люботин,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
122,Санчес,0.25,25.0,9.0,0.0,2.0,0.0,1.0,14.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0
123,Феечка,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
124,Альгиз,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
125,Hyper,0.6,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
126,Сокол,0.5,5.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
127,Grey,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
128,Mio,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
129,Церковник,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
130,Sonechko,0.0,6.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
131,Панда,0.45,30.0,16.0,0.0,2.0,0.0,2.0,17.0,12.0,6.0,4.0,2.0,0.0,5.0,0.0
132,Fere,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
133,Джейн,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
134,Алиса,0.5,17.0,6.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0
135,Цвет Вишни,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Белочка,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Mortal,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Gray,0.0,8.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0
139,MC Blinchiki,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Gosling,-0.1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
141,Левин,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,Госпожа Кюри,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,Бонд,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,Dimon17,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145,Скай,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Sailos,0.3,13.0,7.0,0.0,1.0,0.0,0.0,6.0,4.0,3.0,1.0,1.0,0.0,3.0,2.0
147,Miron,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
148,Аграрном,0.3,5.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
149,PeachCat,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Форс,0.3,7.0,3.0,0.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
151,Куница,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Старик,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
153,Dessin,0.0,8.0,3.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
154,Плюсер,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
155,jija,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Banshee,3.9999999999999996,120.0,75.0,6.0,11.0,0.0,6.0,56.0,37.0,26.0,17.0,21.0,11.0,17.0,10.0
157,Falco,1.3,128.0,64.0,2.0,12.0,0.0,0.0,83.0,40.0,23.0,16.0,11.0,3.0,11.0,5.0
158,Кошка,1.7000000000000002,122.0,63.0,0.0,12.0,2.0,4.0,83.0,46.0,27.0,9.0,8.0,5.0,4.0,3.0
159,Cowboy,5.8,79.0,33.0,1.0,4.0,0.0,1.0,45.0,18.0,14.0,6.0,7.0,3.0,13.0,6.0
160,Критика,1.3,67.0,31.0,0.0,5.0,1.0,0.0,44.0,23.0,9.0,5.0,7.0,1.0,7.0,2.0
161,АИД,0.2,31.0,17.0,0.0,2.0,0.0,0.0,16.0,8.0,9.0,7.0,6.0,2.0,0.0,0.0
162,Пахан,-0.7000000000000001,32.0,15.0,0.0,2.0,0.0,0.0,19.0,7.0,3.0,1.0,3.0,2.0,7.0,5.0
163,Ми-ми-мишка,-0.3,10.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0
164,Легионер,0.9999999999999999,63.0,30.0,0.0,1.0,0.0,0.0,37.0,17.0,15.0,8.0,6.0,3.0,5.0,2.0
165,asst,1.0,155.0,73.0,1.0,8.0,0.0,1.0,99.0,49.0,25.0,15.0,15.0,5.0,16.0,4.0
166,Пользааа,1.0,52.0,21.0,0.0,0.0,0.0,0.0,29.0,9.0,16.0,11.0,5.0,1.0,2.0,0.0
167,Бэмби,0.5,54.0,28.0,0.0,3.0,0.0,1.0,30.0,16.0,12.0,6.0,7.0,4.0,5.0,2.0
168,Statham,0.8,52.0,23.0,2.0,3.0,0.0,0.0,30.0,13.0,15.0,8.0,2.0,0.0,5.0,2.0
169,Масяня,0.10000000000000003,130.0,59.0,5.0,5.0,0.0,1.0,83.0,39.0,22.0,10.0,16.0,5.0,9.0,5.0
170,ORLOVA,0.25,10.0,4.0,0.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0
171,Юми,0.0,25.0,6.0,0.0,2.0,0.0,0.0,16.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0
172,Diamond,0.9,41.0,20.0,1.0,3.0,1.0,0.0,25.0,14.0,7.0,1.0,6.0,2.0,3.0,3.0
173,Фи,0.4,22.0,14.0,1.0,1.0,0.0,0.0,15.0,10.0,5.0,2.0,0.0,0.0,2.0,2.0
174,Ангел,3.7,87.0,52.0,0.0,5.0,1.0,0.0,52.0,30.0,15.0,8.0,10.0,7.0,10.0,7.0
175,Вишенка,0.2,57.0,28.0,1.0,5.0,0.0,0.0,43.0,19.0,7.0,6.0,4.0,3.0,3.0,0.0
176,Императрица,5.8,78.0,46.0,2.0,4.0,0.0,3.0,52.0,28.0,8.0,6.0,8.0,5.0,10.0,7.0
177,Венера,1.1,71.0,39.0,3.0,3.0,0.0,2.0,39.0,20.0,15.0,11.0,11.0,5.0,6.0,3.0
178,Manchesster,2.3,34.0,13.0,2.0,2.0,0.0,0.0,21.0,10.0,6.0,2.0,5.0,1.0,2.0,0.0
179,Шаманка,0.2,17.0,6.0,0.0,1.0,0.0,1.0,9.0,3.0,4.0,2.0,1.0,0.0,3.0,1.0
180,Sam,0.5,70.0,37.0,0.0,6.0,0.0,0.0,37.0,17.0,20.0,12.0,6.0,3.0,7.0,5.0
181,J-Dog,0.19999999999999996,89.0,44.0,3.0,3.0,0.0,1.0,50.0,21.0,17.0,8.0,10.0,5.0,12.0,10.0
182,Шелли,0.5,72.0,28.0,1.0,2.0,0.0,0.0,40.0,16.0,15.0,6.0,7.0,2.0,10.0,4.0
183,Пантера,5.4,122.0,72.0,10.0,14.0,0.0,5.0,70.0,35.0,28.0,22.0,18.0,10.0,6.0,5.0
184,Only1,-0.5,6.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
185,A.N.t.A,2.4,62.0,39.0,1.0,7.0,0.0,4.0,39.0,24.0,13.0,9.0,6.0,3.0,4.0,3.0
186,Скромный,3.3499999999999996,57.0,34.0,0.0,1.0,0.0,1.0,29.0,15.0,11.0,6.0,4.0,4.0,13.0,9.0
187,Космос,0.9999999999999999,89.0,49.0,5.0,6.0,0.0,1.0,59.0,31.0,13.0,5.0,8.0,6.0,9.0,7.0
188,pro,0.4,44.0,20.0,1.0,2.0,0.0,0.0,29.0,11.0,12.0,6.0,1.0,1.0,2.0,2.0
189,Нежданчик,0.0,57.0,24.0,0.0,0.0,0.0,0.0,29.0,14.0,13.0,7.0,7.0,2.0,8.0,1.0
190,Kolipso,6.55,184.0,91.0,10.0,23.0,0.0,9.0,118.0,56.0,38.0,21.0,15.0,6.0,13.0,8.0
191,Вася,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
192,Пушок,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
193,Zet,-1.4,104.0,51.0,0.0,6.0,0.0,0.0,66.0,35.0,18.0,8.0,9.0,3.0,11.0,5.0
194,Брутал,0.3,8.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
195,Ланс,0.0,14.0,9.0,0.0,3.0,0.0,0.0,11.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0
196,Хищник,-0.5,9.0,6.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
197,Пилот,-0.3,55.0,24.0,0.0,8.0,0.0,3.0,32.0,13.0,11.0,5.0,4.0,1.0,8.0,5.0
198,Смайл,0.0,7.0,4.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0
199,Five,0.2,7.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0
200,Елка,0.2,9.0,7.0,0.0,1.0,0.0,1.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
201,Строитель,1.3499999999999999,66.0,32.0,1.0,5.0,0.0,1.0,41.0,18.0,13.0,8.0,5.0,4.0,7.0,2.0
202,Мастер,-0.4,16.0,9.0,0.0,1.0,0.0,0.0,8.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0
203,Redrik,2.55,123.0,66.0,7.0,12.0,0.0,5.0,63.0,33.0,32.0,20.0,10.0,3.0,18.0,10.0
204,Race,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
