,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_games,Citizen_wins,Mafia_games,Mafia_wins,Sheriff_games,Sheriff_wins,Don_games,Don_wins
1402,Джой,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0
1403,Українець,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1404,Гамлет,0.25,3.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Largenom,-0.3,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1406,Интуиция,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1407,Фотон,-1.2,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,Арчи (Лапша),0.0,67.0,37.0,0.0,1.0,0.0,1.0,42.0,25.0,12.0,5.0,7.0,4.0,6.0,3.0
1409,Мюнхаузен,0.3,59.0,30.0,0.0,4.0,0.0,2.0,35.0,23.0,12.0,3.0,4.0,1.0,8.0,3.0
1410,Физрук,0.0,59.0,36.0,0.0,3.0,0.0,1.0,35.0,20.0,14.0,11.0,5.0,3.0,5.0,2.0
1411,Хорошая,2.0,72.0,33.0,0.0,6.0,1.0,2.0,42.0,21.0,17.0,7.0,7.0,2.0,6.0,3.0
1412,Дон Корлеоне,3.9000000000000004,96.0,53.0,0.0,6.0,0.0,2.0,64.0,35.0,15.0,8.0,6.0,3.0,11.0,7.0
1413,Кассиопея,0.30000000000000004,70.0,40.0,0.0,7.0,1.0,5.0,44.0,27.0,16.0,10.0,4.0,2.0,6.0,1.0
1414,Фродо,1.75,98.0,42.0,0.0,9.0,0.0,1.0,59.0,27.0,15.0,7.0,11.0,4.0,13.0,4.0
1415,Gabsby,1.8499999999999999,107.0,63.0,0.0,6.0,0.0,1.0,64.0,35.0,20.0,12.0,13.0,8.0,10.0,8.0
1416,Хешка,3.3000000000000003,67.0,35.0,0.0,2.0,0.0,0.0,40.0,22.0,11.0,4.0,8.0,4.0,8.0,5.0
1417,Пианист,-0.19999999999999996,83.0,44.0,0.0,5.0,0.0,0.0,44.0,25.0,19.0,10.0,11.0,4.0,9.0,5.0
1418,Князь,-0.15000000000000002,12.0,5.0,0.0,1.0,0.0,1.0,7.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0
1419,ted mosby,2.0500000000000003,72.0,41.0,0.0,10.0,0.0,4.0,47.0,29.0,14.0,6.0,10.0,6.0,1.0,0.0
1420,Light,-0.15000000000000002,65.0,30.0,0.0,4.0,0.0,1.0,40.0,20.0,10.0,4.0,4.0,1.0,11.0,5.0
1421,Corleone,-0.2,25.0,13.0,0.0,1.0,0.0,0.0,15.0,7.0,5.0,3.0,3.0,2.0,2.0,1.0
1422,Тоторо,0.25,37.0,13.0,0.0,5.0,0.0,1.0,24.0,10.0,4.0,1.0,4.0,2.0,5.0,0.0
1423,Психолог,0.0,11.0,7.0,0.0,1.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0
1424,Г-жа Аннушка,0.0,18.0,10.0,0.0,2.0,0.0,0.0,11.0,8.0,4.0,1.0,2.0,1.0,1.0,0.0
1425,Самаева,0.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,Маркиз,0.0,12.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0
1427,ZIG,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1428,Еврей,0.85,46.0,22.0,0.0,5.0,1.0,1.0,25.0,13.0,12.0,6.0,5.0,2.0,4.0,1.0
1429,GAARA,-0.5,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,Левша,0.0,12.0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0
1431,Синичкин,0.0,10.0,6.0,0.0,2.0,0.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1432,Эlen,0.0,9.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0
1433,Минерва,-0.4,11.0,5.0,0.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0
1434,Малефисента,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,Эксцентрик,-0.5,76.0,43.0,0.0,4.0,0.0,0.0,44.0,17.0,13.0,13.0,12.0,9.0,7.0,4.0
1436,Хекс,-0.25,159.0,91.0,0.0,18.0,0.0,8.0,97.0,52.0,32.0,23.0,17.0,8.0,13.0,8.0
1437,Муза,-0.6,100.0,57.0,0.0,14.0,1.0,4.0,59.0,30.0,22.0,15.0,11.0,6.0,8.0,6.0
1438,Гелла,0.0,75.0,36.0,0.0,11.0,1.0,5.0,55.0,26.0,9.0,6.0,5.0,2.0,6.0,2.0
1439,Филадельфия,-1.0,47.0,26.0,0.0,3.0,0.0,1.0,27.0,13.0,14.0,10.0,2.0,1.0,4.0,2.0
1440,Шеф,0.0,44.0,17.0,0.0,2.0,0.0,0.0,31.0,10.0,6.0,3.0,5.0,3.0,2.0,1.0
1441,Гор,-0.25,57.0,17.0,0.0,8.0,0.0,1.0,33.0,8.0,13.0,4.0,3.0,0.0,8.0,5.0
1442,Оригами,0.0,24.0,12.0,0.0,1.0,0.0,0.0,10.0,3.0,10.0,7.0,2.0,0.0,2.0,2.0
1443,Зайка,0.0,37.0,17.0,0.0,1.0,0.0,0.0,21.0,6.0,6.0,3.0,4.0,3.0,6.0,5.0
1444,Джессика,0.0,38.0,19.0,0.0,1.0,0.0,0.0,24.0,11.0,7.0,5.0,3.0,1.0,4.0,2.0
1445,Арти,0.25,48.0,15.0,0.0,5.0,0.0,2.0,33.0,10.0,6.0,1.0,4.0,1.0,5.0,3.0
1446,Светозар,-0.5,14.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0
1447,Хороший,-0.75,37.0,14.0,0.0,1.0,0.0,0.0,23.0,7.0,10.0,5.0,3.0,2.0,1.0,0.0
1448,Баст,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1449,Батя,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,Некий,-0.25,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1451,Сицилиец,-0.25,24.0,9.0,0.0,2.0,0.0,2.0,17.0,7.0,4.0,2.0,2.0,0.0,1.0,0.0
1452,Снайпер,-0.5,22.0,11.0,0.0,1.0,0.0,0.0,9.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0
1453,Фитс,0.0,44.0,16.0,0.0,4.0,0.0,3.0,29.0,10.0,7.0,1.0,7.0,4.0,1.0,1.0
1454,Бро,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1455,Тень,0.25,81.0,47.0,0.0,6.0,0.0,2.0,48.0,28.0,15.0,7.0,10.0,6.0,8.0,6.0
1456,Клирик,-0.5,32.0,15.0,0.0,3.0,0.0,1.0,16.0,8.0,4.0,2.0,7.0,2.0,5.0,3.0
1457,Чернослив,0.0,86.0,31.0,0.0,7.0,0.0,2.0,53.0,16.0,14.0,8.0,8.0,3.0,11.0,4.0
1458,Пятница,0.0,12.0,6.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
1459,Ворон,0.25,9.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
1460,Джа,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1461,Иван Викторович,0.0,26.0,13.0,0.0,2.0,0.0,0.0,16.0,9.0,7.0,3.0,1.0,0.0,2.0,1.0
1462,Фантомас,0.0,66.0,31.0,0.0,2.0,0.0,0.0,36.0,20.0,17.0,8.0,7.0,1.0,6.0,2.0
1463,Джонни,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1464,Китана,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1465,Мит,-0.5,40.0,16.0,0.0,1.0,0.0,0.0,25.0,14.0,7.0,1.0,2.0,0.0,6.0,1.0
1466,Орфея,0.0,11.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1467,Четвертый,0.0,17.0,11.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,3.0,2.0,2.0,4.0,1.0
1468,Дедушка Западло,0.0,34.0,16.0,0.0,3.0,0.0,1.0,17.0,12.0,8.0,3.0,5.0,0.0,4.0,1.0
1469,Франческа,0.0,37.0,15.0,0.0,1.0,0.0,0.0,24.0,8.0,6.0,4.0,4.0,1.0,3.0,2.0
1470,Русич,0.0,26.0,12.0,0.0,4.0,0.0,0.0,14.0,5.0,7.0,3.0,3.0,3.0,2.0,1.0
1471,Томадейра,0.0,20.0,8.0,0.0,4.0,0.0,1.0,10.0,6.0,5.0,2.0,3.0,0.0,2.0,0.0
1472,Герыч,-1.0,25.0,9.0,0.0,1.0,0.0,1.0,15.0,8.0,4.0,1.0,5.0,0.0,1.0,0.0
1473,Гэндзи,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,Зая,0.0,46.0,30.0,0.0,4.0,1.0,1.0,27.0,16.0,11.0,8.0,2.0,1.0,6.0,5.0
1475,ProstoBob,0.0,49.0,26.0,0.0,6.0,0.0,2.0,27.0,13.0,13.0,9.0,5.0,2.0,4.0,2.0
1476,Зек,0.0,59.0,27.0,0.0,8.0,0.0,1.0,40.0,17.0,7.0,5.0,9.0,4.0,3.0,1.0
1477,bdsm,0.0,40.0,17.0,0.0,3.0,0.0,1.0,25.0,10.0,7.0,3.0,5.0,3.0,3.0,1.0
1478,Одиннадцать,0.0,55.0,23.0,0.0,4.0,0.0,1.0,37.0,14.0,12.0,6.0,3.0,2.0,3.0,1.0
1479,Баланс,0.0,22.0,14.0,0.0,4.0,0.0,1.0,13.0,7.0,3.0,3.0,3.0,1.0,3.0,3.0
1480,Двойное Дно,0.0,19.0,11.0,0.0,0.0,0.0,0.0,13.0,8.0,3.0,2.0,0.0,0.0,3.0,1.0
1481,nechelovek,0.0,14.0,8.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0
1482,Кузя,0.0,30.0,16.0,0.0,3.0,0.0,0.0,20.0,8.0,4.0,3.0,4.0,3.0,2.0,2.0
1483,Мяс,0.0,20.0,10.0,0.0,4.0,0.0,1.0,13.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0
1484,Чурка,0.0,11.0,5.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0
1485,Hazya,0.0,23.0,10.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,2.0,5.0,2.0,3.0,2.0
1486,Шшнана,0.0,14.0,6.0,0.0,1.0,0.0,0.0,7.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0
1487,Дамбо,0.0,17.0,7.0,0.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,1.0,6.0,3.0
1488,Рада,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,Lera,0.0,9.0,5.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0
1490,Дон,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
1491,Тальков,0.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
1492,Kill Real,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
1493,Team,0.0,19.0,7.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0
1494,Leksa,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
1495,Шахтёр,0.0,8.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
1496,Минустри,0.0,15.0,2.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0
1497,Мерзкий Школьник,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,Homer,0.0,9.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
1499,Dark essence,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
